biomarker,variable_name,primary_pathway,secondary_pathway,demographic,phase,min_age,max_age,operator,low_value,high_value,qualitative_value,label,color,optimal_range,units,diagnosis,superclinic_code,remark,Description,Source
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,12,20,gt,0.9,,,HIGH,ORANGE,0.9-9.5,ng/mL,,AMH_HIGH,"High AMH in adolescence may indicate polycystic ovarian morphology (PCOM), an increased follicle count, or hyperandrogenic states.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,20,24,between,1.22,11.7,,OPTIMAL,GREEN,1.22-11.7,ng/mL,,AMH_OPTIMAL,"Optimal AMH in women aged 20–24 reflects a robust ovarian reserve, healthy granulosa cell function, and stable reproductive potential. This stage is associated with the highest fertility window, efficient follicle recruitment, and normal endocrine function, supporting both menstrual regularity and long-term reproductive health.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,20,24,lt,,1.22,,LOW,ORANGE,1.22-11.7,ng/mL,DIMINISHED OVARIAN RESERVE,AMH_LOW,"Low AMH at this age suggests diminished ovarian reserve or impaired follicle recruitment relative to expected norms. Possible causes include primary ovarian insufficiency, autoimmune conditions, genetic factors, or environmental exposures. Clinically, it may predict reduced fertility potential and warrants further evaluation if persistent or symptomatic.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,20,24,gt,1.22,,,HIGH,ORANGE,1.22-11.7,ng/mL,,AMH_HIGH,"In this age range, high AMH is often correlated with high ovarian reserve but also risk of PCOS or hyper‑stimulation sensitivity.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,25,29,between,0.89,9.85,,OPTIMAL,GREEN,0.89-9.85,ng/mL,,AMH_OPTIMAL,"Optimal AMH in women aged 25–29 reflects a healthy ovarian reserve, balanced follicular recruitment, and strong reproductive potential. While levels may be slightly lower than in early 20s, they remain sufficient to support fertility, menstrual regularity, and long-term reproductive capacity.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,25,29,lt,,0.89,,LOW,ORANGE,0.89-9.85,ng/mL,DIMINISHED OVARIAN RESERVE,AMH_LOW,"Low AMH in this age group suggests reduced ovarian reserve relative to expected levels. This may indicate accelerated follicle depletion, primary ovarian insufficiency, or environmental/genetic factors affecting granulosa cell function. Clinically, it raises concern for fertility planning and potential earlier onset of reproductive decline.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,25,29,gt,0.89,,,HIGH,ORANGE,0.89-9.85,ng/mL,,AMH_HIGH,"A “high” AMH typically signals robust ovarian reserve—but when excessive, it may reflect PCOS or dysregulated follicle dynamics.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,30,34,between,0.57,8.13,,OPTIMAL,GREEN,0.57-8.13,ng/mL,,AMH_OPTIMAL,"Optimal AMH in this age group indicates sufficient ovarian reserve for fertility, balanced granulosa cell activity, and normal ovarian aging. While natural decline has started, reproductive potential remains strong, supporting both spontaneous conception and positive assisted reproductive outcomes if needed.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,30,34,lt,,0.57,,LOW,ORANGE,0.57-8.13,ng/mL,DIMINISHED OVARIAN RESERVE,AMH_LOW,"Low AMH between ages 30–34 suggests accelerated follicle depletion or reduced granulosa cell function relative to expected norms. It may indicate diminished ovarian reserve (DOR), which can affect fertility prospects, menstrual regularity, and responsiveness to ovarian stimulation in assisted reproductive treatments.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,30,34,gt,0.57,,,HIGH,ORANGE,0.57-8.13,ng/mL,,AMH_HIGH,"High AMH is less common but suggests preserved or elevated reserve. If very high, consider latent PCOS or exaggerated ovarian sensitivity.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,35,39,between,0.14,7.49,,OPTIMAL,GREEN,0.14-7.49,ng/mL,,AMH_OPTIMAL,"Optimal AMH at 35–39 indicates preserved ovarian reserve relative to age. It suggests continued follicle recruitment capacity and reproductive potential, though natural fertility is reduced compared with younger years. An optimal value provides reassurance for ongoing fertility but still requires awareness of accelerated ovarian aging.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,35,39,lt,,0.14,,LOW,ORANGE,0.14-7.49,ng/mL,DIMINISHED OVARIAN RESERVE,AMH_LOW,"Low AMH at this age reflects diminished ovarian reserve beyond expected decline. It may indicate limited follicle pool and reduced responsiveness to ovarian stimulation, affecting both natural conception and assisted reproduction success rates. Clinically, it is a red flag for accelerated ovarian aging or early insufficiency.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,35,39,gt,0.14,,,HIGH,ORANGE,0.14-7.49,ng/mL,,AMH_HIGH,"A high AMH in this age group is relatively protective for fertility, but extreme elevations may still reflect pathological follicular recruitment.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,40,44,between,0.02,5.47,,OPTIMAL,GREEN,0.02-5.47,ng/mL,,AMH_OPTIMAL,"Optimal AMH in women aged 40–44 indicates a relatively preserved ovarian reserve for age, though fertility potential is significantly reduced compared to earlier decades. It suggests ongoing follicle activity and some reproductive capacity, but conception rates are lower, and the risk of aneuploidy is higher despite an “age-appropriate” AMH.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,40,44,lt,,0.02,,LOW,ORANGE,0.02-5.47,ng/mL,DIMINISHED OVARIAN RESERVE,AMH_LOW,"Low AMH at this age indicates diminished ovarian reserve beyond expected age-related decline. It reflects a small follicle pool and poor ovarian responsiveness, often predicting reduced IVF success and approaching menopause. Clinically, it suggests limited fertility potential and possible transition toward ovarian insufficiency.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,40,44,gt,0.02,,,HIGH,ORANGE,0.02-5.47,ng/mL,,AMH_HIGH,High AMH at this age is unusual; may suggest an outlier with slower reserve decline or underlying ovarian pathology (e.g. PCOM).,"Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,45,120,between,0,2.71,,OPTIMAL,GREEN,0-2.71,ng/mL,,AMH_OPTIMAL,Optimal AMH in this age group means a value that aligns with expected ovarian aging—very low or undetectable. This reflects natural depletion of ovarian reserve and transition toward menopause. It is consistent with reproductive senescence and the expected hormonal profile of midlife and postmenopausal physiology.,"Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,45,120,lt,,0,,LOW,ORANGE,0-2.71,ng/mL,,AMH_LOW,"Low AMH in women aged 45–120 similarly reflects loss of ovarian reserve and is expected as part of reproductive aging. Persistently low or absent values confirm menopause. Functionally, it signals the end of reproductive capacity and is associated with systemic changes in bone, vascular, and METABOLIC HEALTH.","Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
ANTI MULLERIAN HORMONE (AMH),AMH,HORMONES,"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,45,120,gt,2.71,,,HIGH,ORANGE,0-2.71,ng/mL,,AMH_HIGH,Sustaining high AMH into perimenopause/menopause is rare and may point to granulosa cell tumors or assay artefact.,"Indicates Sertoli cell function, evaluates fertility, ovarian and testicular health.",THYROCARE
MONOCYTES - ABSOLUTE COUNT,AMON,IMMUNITY,"INFLAMMAGING, CELLULAR HEALTH, METABOLIC HEALTH",ALL,ALL,10,120,between,0.2,1,,OPTIMAL,GREEN,0.2-1,X 10³ / µL,,AMON_OPTIMAL,"An optimal monocyte count reflects balanced innate immune surveillance and readiness to respond to pathogens. It indicates healthy bone marrow production, adequate phagocytic capacity, and controlled inflammatory signaling. This balance supports systemic immune homeostasis and effective cross-talk with adaptive immunity.","Measures monocyte count, assesses immunity, infections, inflammatory conditions.",THYROCARE
MONOCYTES - ABSOLUTE COUNT,AMON,IMMUNITY,"INFLAMMAGING, CELLULAR HEALTH, METABOLIC HEALTH",ALL,ALL,10,120,gt,1,,,HIGH,ORANGE,0.2-1,X 10³ / µL,,AMON_HIGH,"High monocyte count (monocytosis) may reflect chronic infection, autoimmune disease, tissue inflammation, or recovery phase after acute infection. Persistent monocytosis can also suggest hematologic malignancies such as chronic myelomonocytic leukemia. Functionally, it reflects heightened innate immune activity and ongoing inflammatory or marrow-driven processes.","Measures monocyte count, assesses immunity, infections, inflammatory conditions.",THYROCARE
MONOCYTES - ABSOLUTE COUNT,AMON,IMMUNITY,"INFLAMMAGING, CELLULAR HEALTH, METABOLIC HEALTH",ALL,ALL,10,120,lt,,0.2,,LOW,ORANGE,0.2-1,X 10³ / µL,,AMON_LOW,"Low monocyte count (monocytopenia) may result from bone marrow suppression, acute infection, corticosteroid therapy, or stress-related leukocyte redistribution. It indicates reduced innate immune reserve and impaired ability to mount phagocytic and inflammatory responses, leaving individuals more vulnerable to infections and delayed immune recovery.","Measures monocyte count, assesses immunity, infections, inflammatory conditions.",THYROCARE
AMYLASE,AMYL,VITAL ORGANS (PANCREAS),"METABOLIC HEALTH, GUT HEALTH, INFAMMAGING",ALL,ALL,10,120,between,0,130,,OPTIMAL,GREEN,0 - 130,U/L,,AMYL_OPTIMAL,An optimal amylase level reflects healthy pancreatic exocrine activity and intact salivary function. It indicates efficient carbohydrate digestion and balance between digestive enzyme production and METABOLIC HEALTH needs. This balance supports gastrointestinal health and systemic nutrient utilization without signs of inflammation or insufficiency.,"Supports carb digestion, detects pancreatic, liver, gallbladder dysfunctions.",THYROCARE
AMYLASE,AMYL,VITAL ORGANS (PANCREAS),"METABOLIC HEALTH, GUT HEALTH, INFAMMAGING",ALL,ALL,10,120,gt,130,,,HIGH,ORANGE,0 - 130,U/L,,AMYL_HIGH,"Elevated amylase is commonly associated with acute pancreatitis, pancreatic duct obstruction, gallstones, or salivary gland inflammation (mumps, parotitis). It can also rise in renal insufficiency due to reduced clearance. Functionally, it reflects pancreatic or salivary injury with excess enzyme release into the bloodstream.","Supports carb digestion, detects pancreatic, liver, gallbladder dysfunctions.",THYROCARE
AMYLASE,AMYL,VITAL ORGANS (PANCREAS),"METABOLIC HEALTH, GUT HEALTH, INFAMMAGING",ALL,ALL,10,120,lt,,0,,LOW,ORANGE,0 - 130,U/L,,AMYL_LOW,"Low amylase may indicate reduced pancreatic exocrine function, chronic pancreatitis, advanced pancreatic insufficiency, or liver disease. It can also reflect genetic amylase deficiencies or METABOLIC HEALTH conditions such as hypertriglyceridemia. Functionally, low levels suggest impaired carbohydrate digestion and possible malabsorption issues if chronic.","Supports carb digestion, detects pancreatic, liver, gallbladder dysfunctions.",THYROCARE
ANTI NUCLEAR ANTIBODIES (ANA),ANA,IMMUNITY,"INFLAMMAGING, CELLULAR HEALTH, HORMONES",ALL,ALL,10,120,lt,,50,,OPTIMAL,GREEN,<50,AU/mL,,ANA_OPTIMAL,"An optimal (negative) ANA result indicates absence of detectable autoantibodies targeting nuclear structures. This suggests preserved immune tolerance and a low likelihood of systemic autoimmune disease. In healthy individuals, negative ANA is expected and reflects balanced immune regulation without abnormal autoimmune activation.","Autoantibodies targeting nuclei, aid autoimmune disease diagnosis.",THYROCARE
ANTI NUCLEAR ANTIBODIES (ANA),ANA,IMMUNITY,"INFLAMMAGING, CELLULAR HEALTH, HORMONES",ALL,ALL,10,120,between,50,70,,ELEVATED,YELLOW,<50,AU/mL,,ANA_ELEVATED,"An elevated (low-titer positive) ANA may be seen in early or mild autoimmune activity, transient infections, or even in healthy individuals (especially women and elderly). It suggests possible but nonspecific immune dysregulation. Clinical correlation with symptoms and other autoimmune markers is critical before diagnosis.","Autoantibodies targeting nuclei, aid autoimmune disease diagnosis.",THYROCARE
ANTI NUCLEAR ANTIBODIES (ANA),ANA,IMMUNITY,"INFLAMMAGING, CELLULAR HEALTH, HORMONES",ALL,ALL,10,120,gt,70,,,HIGH,ORANGE,<50,AU/mL,,ANA_HIGH,"A high (moderate-to-strong positive) ANA strongly suggests autoimmune disease such as lupus, scleroderma, or mixed connective tissue disease. It reflects active loss of self-tolerance and systemic immune activation, often correlating with inflammation, tissue damage, and clinical symptoms requiring specialist evaluation.","Autoantibodies targeting nuclei, aid autoimmune disease diagnosis.",THYROCARE
NEUTROPHILS - ABSOLUTE COUNT,ANEU,IMMUNITY,"INFLAMMAGING, CELLULAR HEALTH, METABOLIC HEALTH, HORMONES",ALL,ALL,10,120,between,2,7,,OPTIMAL,GREEN,2-7,X 10³ / µL,,ANEU_OPTIMAL,"An optimal neutrophil count reflects healthy bone marrow production and balanced innate immune defense. It indicates adequate protection against infections without excessive activation. This balance supports systemic immune resilience and efficient inflammatory regulation, ensuring rapid yet controlled responses to microbial threats.","Measures total neutrophils, diagnoses infection, inflammation, marrow disorders.
",THYROCARE
NEUTROPHILS - ABSOLUTE COUNT,ANEU,IMMUNITY,"INFLAMMAGING, CELLULAR HEALTH, METABOLIC HEALTH, HORMONES",ALL,ALL,10,120,gt,7,,,HIGH,ORANGE,2-7,X 10³ / µL,,ANEU_HIGH,"High neutrophil count (neutrophilia) commonly indicates acute bacterial infection, systemic inflammation, tissue injury, smoking, or stress response. Chronic elevations may reflect inflammatory disorders or hematologic disease (e.g., myeloproliferative neoplasms). Functionally, it signals increased marrow output and heightened immune system activation.","Measures total neutrophils, diagnoses infection, inflammation, marrow disorders.
",THYROCARE
